世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
安全世界,2021-12-24 01:16,祎翟,KU_MAFS6Jh3,冰箱,培根煎蛋,baconeggs,15
安全世界,2021-12-24 01:24,祎翟,KU_MAFS6Jh3,冰箱,炖肉汤,bonestew,26
安全世界,2021-12-24 01:36,水甫桑,KU_WRv6AZaN,冰箱,炖肉汤,bonestew,-25
安全世界,2021-12-24 01:36,水甫桑,KU_WRv6AZaN,冰箱,炖肉汤,bonestew,24
安全世界,2021-12-24 07:55,104,KU_1VO_QySI,龙鳞宝箱,食人花种子,lureplantbulb,4
安全世界,2021-12-24 08:10,因幡月夜,KU_LI3oFT2m,箱子,贝雷帽,walrushat,-1
安全世界,2021-12-24 08:10,因幡月夜,KU_LI3oFT2m,箱子,贝雷帽,walrushat,1
安全世界,2021-12-24 11:44,Kenvis、,KU_iC59_zgl,龙鳞宝箱,冰魔杖,icestaff,-1
安全世界,2021-12-24 11:45,Kenvis、,KU_iC59_zgl,龙鳞宝箱,冰魔杖,icestaff,1
安全世界,2021-12-24 11:47,Kenvis、,KU_iC59_zgl,龙鳞宝箱,蓝宝石,bluegem,-3
安全世界,2021-12-24 11:47,Kenvis、,KU_iC59_zgl,龙鳞宝箱,蓝宝石,bluegem,2
安全世界,2021-12-24 14:04,祎翟,KU_MAFS6Jh3,冰箱,腐烂物,spoiled_food,-19
安全世界,2021-12-24 14:04,祎翟,KU_MAFS6Jh3,冰箱,腐烂物,spoiled_food,-23
安全世界,2021-12-24 14:04,祎翟,KU_MAFS6Jh3,冰箱,腐烂物,spoiled_food,-40
安全世界,2021-12-24 14:06,祎翟,KU_MAFS6Jh3,冰箱,炖肉汤,bonestew,2
安全世界,2021-12-24 14:19,水甫桑,KU_WRv6AZaN,冰箱,炖肉汤,bonestew,-1
安全世界,2021-12-24 14:20,祎翟,KU_MAFS6Jh3,冰箱,炖肉汤,bonestew,1
安全世界,2021-12-24 14:25,水甫桑,KU_WRv6AZaN,冰箱,炖肉汤,bonestew,-1
安全世界,2021-12-24 14:31,水甫桑,KU_WRv6AZaN,冰箱,培根煎蛋,baconeggs,25
安全世界,2021-12-24 14:31,水甫桑,KU_WRv6AZaN,冰箱,炖肉汤,bonestew,19
安全世界,2021-12-24 14:40,水甫桑,KU_WRv6AZaN,冰箱,多肉植物,succulent_picked,12
安全世界,2021-12-24 14:40,水甫桑,KU_WRv6AZaN,冰箱,种子,seeds,1
安全世界,2021-12-24 14:41,糖浆,KU_WCZWON47,冬季圣诞树,小姜饼,winter_food1,-1
安全世界,2021-12-24 14:41,糖浆,KU_WCZWON47,冬季圣诞树,小姜饼,winter_food1,-1
安全世界,2021-12-24 14:41,糖浆,KU_WCZWON47,冬季圣诞树,小姜饼,winter_food1,-1
安全世界,2021-12-24 14:41,糖浆,KU_WCZWON47,冬季圣诞树,小姜饼,winter_food1,-1
安全世界,2021-12-24 14:41,糖浆,KU_WCZWON47,冬季圣诞树,小姜饼,winter_food1,-1
安全世界,2021-12-24 14:41,糖浆,KU_WCZWON47,冬季圣诞树,小姜饼,winter_food1,-1
安全世界,2021-12-24 14:41,糖浆,KU_WCZWON47,冬季圣诞树,小姜饼,winter_food1,-1
安全世界,2021-12-24 14:41,糖浆,KU_WCZWON47,冬季圣诞树,永远的水果蛋糕,winter_food4,1
安全世界,2021-12-24 14:41,糖浆,KU_WCZWON47,冬季圣诞树,永远的水果蛋糕,winter_food4,1
安全世界,2021-12-24 14:41,糖浆,KU_WCZWON47,冬季圣诞树,永远的水果蛋糕,winter_food4,1
安全世界,2021-12-24 14:41,糖浆,KU_WCZWON47,冬季圣诞树,永远的水果蛋糕,winter_food4,1
安全世界,2021-12-24 14:41,糖浆,KU_WCZWON47,冬季圣诞树,永远的水果蛋糕,winter_food4,1
安全世界,2021-12-24 14:41,糖浆,KU_WCZWON47,冬季圣诞树,永远的水果蛋糕,winter_food4,1
安全世界,2021-12-24 14:41,糖浆,KU_WCZWON47,冬季圣诞树,永远的水果蛋糕,winter_food4,1
安全世界,2021-12-24 14:42,糖浆,KU_WCZWON47,冬季圣诞树,圣诞小玩意,winter_ornament_plain4,-1
安全世界,2021-12-24 14:42,糖浆,KU_WCZWON47,冬季圣诞树,永远的水果蛋糕,winter_food4,1
安全世界,2021-12-24 14:47,祎翟,KU_MAFS6Jh3,冰箱,多肉植物,succulent_picked,-12
安全世界,2021-12-24 16:18,祎翟,KU_MAFS6Jh3,冰箱,培根煎蛋,baconeggs,-21
安全世界,2021-12-24 16:18,祎翟,KU_MAFS6Jh3,冰箱,炖肉汤,bonestew,-11
安全世界,2021-12-24 16:18,祎翟,KU_MAFS6Jh3,冰箱,种子,seeds,-1
安全世界,2021-12-24 16:28,云易,KU_HzgruScq,龙鳞宝箱,蓝图,blueprint,1
安全世界,2021-12-24 16:28,云易,KU_HzgruScq,龙鳞宝箱,粪肥,poop,-1
安全世界,2021-12-24 17:30,咕噜噜噜,KU_6BuRQOhR,冰箱,暖石,heatrock,1
安全世界,2021-12-24 17:31,咕噜噜噜,KU_6BuRQOhR,冰箱,暖石,heatrock,1
安全世界,2021-12-24 17:31,咕噜噜噜,KU_6BuRQOhR,冰箱,暖石,heatrock,-1
安全世界,2021-12-24 17:31,祎翟,KU_MAFS6Jh3,冰箱,培根煎蛋,baconeggs,21
安全世界,2021-12-24 17:32,水甫桑,KU_WRv6AZaN,冰箱,炖肉汤,bonestew,8
安全世界,2021-12-24 17:33,咕噜噜噜,KU_6BuRQOhR,冰箱,暖石,heatrock,1
安全世界,2021-12-24 17:33,咕噜噜噜,KU_6BuRQOhR,冰箱,暖石,heatrock,-1
安全世界,2021-12-24 17:36,咕噜噜噜,KU_6BuRQOhR,箱子,黄金铲子,goldenshovel,1
安全世界,2021-12-24 17:36,咕噜噜噜,KU_6BuRQOhR,箱子,玻璃刀,glasscutter,-1
安全世界,2021-12-24 17:36,咕噜噜噜,KU_6BuRQOhR,箱子,黄金铲子,goldenshovel,1
安全世界,2021-12-24 17:38,咕噜噜噜,KU_6BuRQOhR,冰箱,暖石,heatrock,1
安全世界,2021-12-24 17:38,咕噜噜噜,KU_6BuRQOhR,冰箱,暖石,heatrock,-1
安全世界,2021-12-24 17:38,咕噜噜噜,KU_6BuRQOhR,箱子,独奏乐器,onemanband,1
安全世界,2021-12-24 17:39,咕噜噜噜,KU_6BuRQOhR,箱子,超级催长剂,soil_amender_fermented,1
安全世界,2021-12-24 17:39,咕噜噜噜,KU_6BuRQOhR,箱子,独奏乐器,onemanband,-1
安全世界,2021-12-24 17:40,咕噜噜噜,KU_6BuRQOhR,箱子,独奏乐器,onemanband,1
安全世界,2021-12-24 17:40,咕噜噜噜,KU_6BuRQOhR,箱子,针线包,sewing_kit,1
安全世界,2021-12-24 17:46,咕噜噜噜,KU_6BuRQOhR,冰箱,暖石,heatrock,1
安全世界,2021-12-24 17:47,咕噜噜噜,KU_6BuRQOhR,冰箱,暖石,heatrock,-1
安全世界,2021-12-24 17:54,"(\(\阿兔""余生很短/)/)",KU_N6-DLrHW,箱子,船套装,boat_item,-1
安全世界,2021-12-24 17:54,"(\(\阿兔""余生很短/)/)",KU_N6-DLrHW,箱子,船套装,boat_item,1
安全世界,2021-12-24 18:02,咕噜噜噜,KU_6BuRQOhR,冰箱,暖石,heatrock,1
安全世界,2021-12-24 18:02,咕噜噜噜,KU_6BuRQOhR,冰箱,暖石,heatrock,-1
安全世界,2021-12-24 18:02,咕噜噜噜,KU_6BuRQOhR,箱子,独奏乐器,onemanband,1
安全世界,2021-12-24 18:11,咕噜噜噜,KU_6BuRQOhR,箱子,独奏乐器,onemanband,-1
安全世界,2021-12-24 18:28,水甫桑,KU_WRv6AZaN,冰箱,炖肉汤,bonestew,-1
安全世界,2021-12-24 18:34,祎翟,KU_MAFS6Jh3,冰箱,炖肉汤,bonestew,10
安全世界,2021-12-24 18:38,祎翟,KU_MAFS6Jh3,冰箱,培根煎蛋,baconeggs,-1
安全世界,2021-12-24 18:43,咕噜噜噜,KU_6BuRQOhR,箱子,独奏乐器,onemanband,-1
安全世界,2021-12-24 18:49,水甫桑,KU_WRv6AZaN,冰箱,火龙果派,dragonpie,18
安全世界,2021-12-24 18:49,傻,KU__9qL11ac,冰箱,俗气海狸像,wereitem_beaver,4
安全世界,2021-12-24 18:49,傻,KU__9qL11ac,冰箱,培根煎蛋,baconeggs,5
