世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
安全世界,2021-12-29 20:05,咕噜噜噜,KU_6BuRQOhR,箱子,黄金斧头,goldenaxe,1
安全世界,2021-12-29 20:05,咕噜噜噜,KU_6BuRQOhR,冰箱,海鲜杂烩,moqueca,1
安全世界,2021-12-29 20:08,咕噜噜噜,KU_6BuRQOhR,冰箱,培根煎蛋,baconeggs,7
安全世界,2021-12-29 20:08,咕噜噜噜,KU_6BuRQOhR,冰箱,肉丸,meatballs,1
安全世界,2021-12-29 20:09,咕噜噜噜,KU_6BuRQOhR,箱子,超级催长剂,soil_amender_fermented,1
安全世界,2021-12-29 20:09,咕噜噜噜,KU_6BuRQOhR,箱子,战斗头盔,wathgrithrhat,1
安全世界,2021-12-29 20:09,咕噜噜噜,KU_6BuRQOhR,箱子,暗夜剑,nightsword,1
安全世界,2021-12-29 20:09,咕噜噜噜,KU_6BuRQOhR,箱子,独奏乐器,onemanband,1
安全世界,2021-12-29 20:10,咕噜噜噜,KU_6BuRQOhR,箱子,传送魔杖,telestaff,1
安全世界,2021-12-29 20:10,咕噜噜噜,KU_6BuRQOhR,箱子,传送魔杖,telestaff,1
安全世界,2021-12-29 20:10,咕噜噜噜,KU_6BuRQOhR,箱子,传送魔杖,telestaff,1
安全世界,2021-12-29 20:11,咕噜噜噜,KU_6BuRQOhR,箱子,黄金铲子,goldenshovel,1
安全世界,2021-12-29 20:14,咕噜噜噜,KU_6BuRQOhR,箱子,锤子,hammer,1
安全世界,2021-12-29 20:19,咕噜噜噜,KU_6BuRQOhR,冰箱,暖石,heatrock,1
安全世界,2021-12-29 20:28,咕噜噜噜,KU_6BuRQOhR,冰箱,果冻沙拉,leafymeatsouffle,3
安全世界,2021-12-29 20:28,咕噜噜噜,KU_6BuRQOhR,冰箱,肉丸,meatballs,-1
安全世界,2021-12-29 20:28,咕噜噜噜,KU_6BuRQOhR,冰箱,果冻沙拉,leafymeatsouffle,-3
安全世界,2021-12-29 20:28,咕噜噜噜,KU_6BuRQOhR,箱子,传送魔杖,telestaff,-1
安全世界,2021-12-29 20:28,咕噜噜噜,KU_6BuRQOhR,箱子,船套装,boat_item,1
安全世界,2021-12-29 20:28,咕噜噜噜,KU_6BuRQOhR,箱子,传送魔杖,telestaff,-1
安全世界,2021-12-29 20:28,咕噜噜噜,KU_6BuRQOhR,箱子,传送魔杖,telestaff,1
安全世界,2021-12-29 20:29,咕噜噜噜,KU_6BuRQOhR,箱子,传送魔杖,telestaff,-1
安全世界,2021-12-29 20:29,咕噜噜噜,KU_6BuRQOhR,箱子,传送魔杖,telestaff,-1
安全世界,2021-12-29 20:30,咕噜噜噜,KU_6BuRQOhR,箱子,传送魔杖,telestaff,1
安全世界,2021-12-29 20:30,咕噜噜噜,KU_6BuRQOhR,箱子,独奏乐器,onemanband,-1
安全世界,2021-12-29 20:30,黢黑,KU_MAFS6p_H,冰箱,培根煎蛋,baconeggs,7
安全世界,2021-12-29 20:33,黢黑,KU_MAFS6p_H,冰箱,培根煎蛋,baconeggs,-7
安全世界,2021-12-29 20:39,咕噜噜噜,KU_6BuRQOhR,箱子,传送魔杖,telestaff,-1
安全世界,2021-12-29 20:48,咕噜噜噜,KU_6BuRQOhR,箱子,传送魔杖,telestaff,1
