世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
安全世界,2021-09-08 12:40,爱烧家的熊孩子,KU_MAFS6IS2,箱子,船套装,boat_item,1
安全世界,2021-09-08 12:46,茶凉,KU_vCuBS3LB,冰箱,暖石,heatrock,1
安全世界,2021-09-08 12:46,茶凉,KU_vCuBS3LB,冰箱,暖石,heatrock,-1
安全世界,2021-09-08 21:28,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,1
安全世界,2021-09-08 21:28,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,-1
安全世界,2021-09-08 21:28,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,-1
安全世界,2021-09-08 21:28,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,1
安全世界,2021-09-08 21:29,心醇气和,KU_HQp7BD3c,箱子,石果,rock_avocado_fruit,18
安全世界,2021-09-08 21:30,心醇气和,KU_HQp7BD3c,冰箱,浆果,berries,2
安全世界,2021-09-08 21:30,心醇气和,KU_HQp7BD3c,冰箱,腐烂物,spoiled_food,-1
安全世界,2021-09-08 21:32,心醇气和,KU_HQp7BD3c,箱子,蜘蛛丝,silk,1
安全世界,2021-09-08 21:32,心醇气和,KU_HQp7BD3c,箱子,采下的草,cutgrass,5
安全世界,2021-09-08 21:32,心醇气和,KU_HQp7BD3c,箱子,蜘蛛丝,silk,-1
安全世界,2021-09-08 21:32,心醇气和,KU_HQp7BD3c,箱子,蜘蛛丝,silk,1
安全世界,2021-09-08 21:32,心醇气和,KU_HQp7BD3c,箱子,采下的草,cutgrass,-40
安全世界,2021-09-08 21:32,心醇气和,KU_HQp7BD3c,箱子,采下的草,cutgrass,5
安全世界,2021-09-08 21:32,心醇气和,KU_HQp7BD3c,箱子,采下的草,cutgrass,-40
安全世界,2021-09-08 21:34,心醇气和,KU_HQp7BD3c,箱子,采下的芦苇,cutreeds,-2
安全世界,2021-09-08 21:37,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,1
安全世界,2021-09-08 21:37,心醇气和,KU_HQp7BD3c,箱子,采下的芦苇,cutreeds,1
安全世界,2021-09-08 21:37,心醇气和,KU_HQp7BD3c,箱子,采下的芦苇,cutreeds,-1
安全世界,2021-09-08 21:37,心醇气和,KU_HQp7BD3c,箱子,采下的芦苇,cutreeds,1
安全世界,2021-09-08 21:37,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,-1
安全世界,2021-09-08 21:37,心醇气和,KU_HQp7BD3c,冰箱,浆果,berries,-2
安全世界,2021-09-08 21:39,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,-1
安全世界,2021-09-08 21:39,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,1
安全世界,2021-09-08 21:42,心醇气和,KU_HQp7BD3c,盐盒,海带叶,kelp,7
安全世界,2021-09-08 21:42,心醇气和,KU_HQp7BD3c,盐盒,海带叶,kelp,-7
安全世界,2021-09-08 21:46,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,1
安全世界,2021-09-08 21:46,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,-1
安全世界,2021-09-08 21:49,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,1
安全世界,2021-09-08 21:49,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,-1
安全世界,2021-09-08 21:50,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,-1
安全世界,2021-09-08 21:50,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,1
安全世界,2021-09-08 21:55,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,-1
安全世界,2021-09-08 21:55,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,1
安全世界,2021-09-08 22:00,心醇气和,KU_HQp7BD3c,龙鳞宝箱,犬牙,houndstooth,12
安全世界,2021-09-08 22:01,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,1
安全世界,2021-09-08 22:01,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,-1
安全世界,2021-09-08 22:07,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,-1
安全世界,2021-09-08 22:07,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,1
安全世界,2021-09-08 22:13,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,-1
安全世界,2021-09-08 22:13,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,1
安全世界,2021-09-08 22:13,心醇气和,KU_HQp7BD3c,箱子,脓鼻涕,phlegm,1
安全世界,2021-09-08 22:20,心醇气和,KU_HQp7BD3c,冰箱,暖石,heatrock,-1
