世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
安全世界,2021-11-16 09:59,小北,KU_Q-lztK8l,菌伞灯,启迪之冠碎片,alterguardianhatshard,-1
安全世界,2021-11-16 10:00,臻于至善,KU_PPgpTDhJ,箱子,蓝图,blueprint,1
安全世界,2021-11-16 10:00,臻于至善,KU_PPgpTDhJ,箱子,{item}草图,sketch,1
安全世界,2021-11-16 10:00,臻于至善,KU_PPgpTDhJ,箱子,蜂巢,honeycomb,1
安全世界,2021-11-16 10:08,臻于至善,KU_PPgpTDhJ,箱子,花瓣,petals,10
安全世界,2021-11-16 10:08,臻于至善,KU_PPgpTDhJ,箱子,花瓣,petals,-10
安全世界,2021-11-16 10:17,心醇气和,KU_HQp7BD3c,箱子,粪肥,poop,-1
安全世界,2021-11-16 10:19,心醇气和,KU_HQp7BD3c,箱子,粪肥,poop,-20
安全世界,2021-11-16 10:19,心醇气和,KU_HQp7BD3c,箱子,粪肥,poop,-7
安全世界,2021-11-16 10:19,心醇气和,KU_HQp7BD3c,箱子,粪肥,poop,7
安全世界,2021-11-16 10:19,心醇气和,KU_HQp7BD3c,箱子,腐烂物,spoiled_food,15
安全世界,2021-11-16 10:19,心醇气和,KU_HQp7BD3c,箱子,粪肥,poop,-7
安全世界,2021-11-16 10:45,心醇气和,KU_HQp7BD3c,箱子,粪肥,poop,1
安全世界,2021-11-16 10:59,心醇气和,KU_HQp7BD3c,箱子,桨,oar,-1
安全世界,2021-11-16 11:03,心醇气和,KU_HQp7BD3c,箱子,粪肥,poop,-20
安全世界,2021-11-16 11:03,心醇气和,KU_HQp7BD3c,箱子,粪肥,poop,15
安全世界,2021-11-16 11:04,心醇气和,KU_HQp7BD3c,箱子,红宝石,redgem,-1
安全世界,2021-11-16 11:13,心醇气和,KU_HQp7BD3c,箱子,回旋镖,boomerang,-1
安全世界,2021-11-16 11:13,心醇气和,KU_HQp7BD3c,箱子,牛毛,beefalowool,-10
