世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
安全世界,2021-12-16 00:29,贞子怀孕计划,KU_IpHeBnA8,冰箱,暖石,heatrock,1
安全世界,2021-12-16 00:29,贞子怀孕计划,KU_IpHeBnA8,冰箱,暖石,heatrock,-1
安全世界,2021-12-16 00:36,贞子怀孕计划,KU_IpHeBnA8,冰箱,暖石,heatrock,-1
安全世界,2021-12-16 12:14,全员“饿”人,KU_MAFS58c6,箱子,石头,rocks,-24
安全世界,2021-12-16 12:14,全员“饿”人,KU_MAFS58c6,箱子,石头,rocks,24
安全世界,2021-12-16 12:14,全员“饿”人,KU_MAFS58c6,箱子,树枝,twigs,-8
安全世界,2021-12-16 12:49,祎翟,KU_MAFS6Jh3,龙鳞宝箱,冰魔杖,icestaff,1
安全世界,2021-12-16 17:20,臻于至善,KU_PPgpTDhJ,龙鳞宝箱,犬牙,houndstooth,40
安全世界,2021-12-16 17:20,臻于至善,KU_PPgpTDhJ,龙鳞宝箱,犬牙,houndstooth,40
安全世界,2021-12-16 17:20,臻于至善,KU_PPgpTDhJ,龙鳞宝箱,犬牙,houndstooth,40
安全世界,2021-12-16 17:28,hualing,KU_c1gvbu_G,冰箱,暖石,heatrock,1
安全世界,2021-12-16 17:28,hualing,KU_c1gvbu_G,冰箱,暖石,heatrock,1
安全世界,2021-12-16 17:36,hualing,KU_c1gvbu_G,冰箱,暖石,heatrock,-1
安全世界,2021-12-16 18:36,贞子怀孕计划,KU_IpHeBnA8,冰箱,暖石,heatrock,1
安全世界,2021-12-16 18:37,贞子怀孕计划,KU_IpHeBnA8,冰箱,暖石,heatrock,-1
安全世界,2021-12-16 20:33,全员“饿”人,KU_MAFS58c6,龙鳞宝箱,暖石,heatrock,1
安全世界,2021-12-16 20:52,全员“饿”人,KU_MAFS58c6,龙鳞宝箱,可靠的胶布,sewing_tape,-1
安全世界,2021-12-16 20:52,全员“饿”人,KU_MAFS58c6,龙鳞宝箱,可靠的胶布,sewing_tape,1
安全世界,2021-12-16 20:57,全员“饿”人,KU_MAFS58c6,箱子,船套装,boat_item,-1
安全世界,2021-12-16 20:57,全员“饿”人,KU_MAFS58c6,箱子,船套装,boat_item,1
安全世界,2021-12-16 22:43,Sakura,KU_cuIT1xXi,龙鳞宝箱,暖石,heatrock,-1
安全世界,2021-12-16 22:43,Sakura,KU_cuIT1xXi,龙鳞宝箱,暖石,heatrock,-1
安全世界,2021-12-16 22:51,Sakura,KU_cuIT1xXi,箱子,暖石,heatrock,1
宜居世界,2021-12-16 00:01,北栀,KU_0j0lUp1L,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2021-12-16 00:01,北栀,KU_0j0lUp1L,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2021-12-16 00:02,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,1
宜居世界,2021-12-16 00:02,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,-1
宜居世界,2021-12-16 00:02,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,1
宜居世界,2021-12-16 00:02,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,-1
宜居世界,2021-12-16 00:03,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,1
宜居世界,2021-12-16 00:03,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,-1
宜居世界,2021-12-16 00:07,不是残心呀,KU_vCuBSrDs,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2021-12-16 00:07,不是残心呀,KU_vCuBSrDs,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2021-12-16 00:08,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,1
宜居世界,2021-12-16 00:08,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,1
宜居世界,2021-12-16 00:08,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,1
宜居世界,2021-12-16 00:08,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,-1
宜居世界,2021-12-16 00:09,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,-1
宜居世界,2021-12-16 00:09,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,-1
宜居世界,2021-12-16 00:11,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,1
宜居世界,2021-12-16 00:11,不是残心呀,KU_vCuBSrDs,冰箱,暖石,heatrock,-1
宜居世界,2021-12-16 00:12,yzx9186,KU_B4s9PhBv,冰箱,暖石,heatrock,1
宜居世界,2021-12-16 00:12,yzx9186,KU_B4s9PhBv,冰箱,暖石,heatrock,-1
