世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
安全世界,2022-04-05 03:04,3410770632,KU_cuIT1e8U,龙鳞宝箱,蓝图,blueprint,1
安全世界,2022-04-05 03:04,3410770632,KU_cuIT1e8U,龙鳞宝箱,{item}草图,sketch,1
安全世界,2022-04-05 08:18,阿辰,KU_fuW2HrUF,龙鳞宝箱,化石碎片,fossil_piece,-7
安全世界,2022-04-05 08:18,阿辰,KU_fuW2HrUF,龙鳞宝箱,化石碎片,fossil_piece,6
安全世界,2022-04-05 08:21,阿辰,KU_fuW2HrUF,龙鳞宝箱,锤子,hammer,-1
安全世界,2022-04-05 08:21,阿辰,KU_fuW2HrUF,龙鳞宝箱,锤子,hammer,1
安全世界,2022-04-05 13:58,我玩游戏超强哒,KU_Gi0-qiem,龙鳞宝箱,石果,rock_avocado_fruit,18
安全世界,2022-04-05 14:49,Mn.DAyer,KU_CdncAZp4,龙鳞宝箱,暖石,heatrock,1
安全世界,2022-04-05 14:49,Mn.DAyer,KU_CdncAZp4,龙鳞宝箱,暖石,heatrock,-1
安全世界,2022-04-05 14:49,Mn.DAyer,KU_CdncAZp4,龙鳞宝箱,暖石,heatrock,1
安全世界,2022-04-05 14:49,Mn.DAyer,KU_CdncAZp4,龙鳞宝箱,暖石,heatrock,-1
安全世界,2022-04-05 17:05,夜|、末,KU_XUs9wYFG,箱子,暖石,heatrock,-1
安全世界,2022-04-05 17:05,夜|、末,KU_XUs9wYFG,箱子,暖石,heatrock,1
安全世界,2022-04-05 23:31,高先森,KU_sJttOeUJ,箱子,金块,goldnugget,-20
安全世界,2022-04-05 23:31,高先森,KU_sJttOeUJ,箱子,树枝,twigs,-40
宜居世界,2022-04-05 00:02,3410770632,KU_cuIT1e8U,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-04-05 00:02,3410770632,KU_cuIT1e8U,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:08,3410770632,KU_cuIT1e8U,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-04-05 00:12,白了头发湿了襟,KU_dNpFm59V,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-04-05 00:12,白了头发湿了襟,KU_dNpFm59V,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:14,3410770632,KU_cuIT1e8U,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:14,白了头发湿了襟,KU_dNpFm59V,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-04-05 00:14,白了头发湿了襟,KU_dNpFm59V,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:17,3410770632,KU_cuIT1e8U,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-04-05 00:17,3410770632,KU_cuIT1e8U,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:19,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-04-05 00:19,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:19,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-04-05 00:19,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-04-05 00:19,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:19,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:20,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-04-05 00:20,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:21,黢黑,KU_30o9dsir,龙鳞宝箱,蓝宝石,bluegem,2
宜居世界,2022-04-05 00:22,红中,KU_dNpFm8st,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-04-05 00:22,红中,KU_dNpFm8st,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:26,红中,KU_dNpFm8st,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-04-05 00:26,红中,KU_dNpFm8st,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:27,3410770632,KU_cuIT1e8U,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:27,3410770632,KU_cuIT1e8U,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-04-05 00:30,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-04-05 00:30,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-04-05 00:30,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:31,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:31,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:36,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-04-05 00:36,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:37,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-04-05 00:37,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:37,黢黑,KU_30o9dsir,龙鳞宝箱,裂缝表,pocketwatch_portal,1
宜居世界,2022-04-05 00:37,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-04-05 00:37,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:37,黢黑,KU_30o9dsir,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-04-05 00:43,白了头发湿了襟,KU_dNpFm59V,龙鳞宝箱,溯源表,pocketwatch_recall,-1
