世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
安全世界,2021-10-11 08:23,Dead end,KU_hjXTcvdp,箱子,浮木桩,driftwood_log,-1
安全世界,2021-10-11 08:30,Dead end,KU_hjXTcvdp,箱子,金丝雀,canary,-1
安全世界,2021-10-11 08:30,Dead end,KU_hjXTcvdp,箱子,金丝雀,canary,1
安全世界,2021-10-11 08:30,Dead end,KU_hjXTcvdp,箱子,蜡纸,waxpaper,1
安全世界,2021-10-11 08:30,Dead end,KU_hjXTcvdp,箱子,金丝雀,canary,-1
安全世界,2021-10-11 08:30,Dead end,KU_hjXTcvdp,箱子,金丝雀,canary,1
安全世界,2021-10-11 08:30,Dead end,KU_hjXTcvdp,箱子,金丝雀,canary,-1
安全世界,2021-10-11 08:30,Dead end,KU_hjXTcvdp,箱子,蜡纸,waxpaper,-1
安全世界,2021-10-11 08:30,Dead end,KU_hjXTcvdp,箱子,金丝雀,canary,1
安全世界,2021-10-11 08:31,Dead end,KU_hjXTcvdp,箱子,金丝雀,canary,-1
安全世界,2021-10-11 08:31,Dead end,KU_hjXTcvdp,箱子,蜡纸,waxpaper,1
安全世界,2021-10-11 08:31,Dead end,KU_hjXTcvdp,箱子,蜡纸,waxpaper,-1
安全世界,2021-10-11 08:31,Dead end,KU_hjXTcvdp,箱子,金丝雀,canary,1
安全世界,2021-10-11 08:31,Dead end,KU_hjXTcvdp,箱子,金丝雀,canary,-1
安全世界,2021-10-11 08:31,Dead end,KU_hjXTcvdp,箱子,蜡纸,waxpaper,1
安全世界,2021-10-11 08:41,Dead end,KU_hjXTcvdp,冰箱,怪物肉,monstermeat,9
安全世界,2021-10-11 08:41,Dead end,KU_hjXTcvdp,冰箱,肉,meat,1
安全世界,2021-10-11 08:41,Dead end,KU_hjXTcvdp,冰箱,蜂蜜,honey,37
安全世界,2021-10-11 08:41,Dead end,KU_hjXTcvdp,冰箱,蜂蜜,honey,-37
安全世界,2021-10-11 08:41,Dead end,KU_hjXTcvdp,冰箱,腐烂物,spoiled_food,-24
安全世界,2021-10-11 08:41,Dead end,KU_hjXTcvdp,冰箱,怪物肉,monstermeat,-9
安全世界,2021-10-11 08:41,Dead end,KU_hjXTcvdp,冰箱,肉,meat,-1
安全世界,2021-10-11 08:41,Dead end,KU_hjXTcvdp,冰箱,腐烂物,spoiled_food,24
安全世界,2021-10-11 09:33,臻于至善,KU_PPgpTDhJ,龙鳞宝箱,犬牙,houndstooth,1
安全世界,2021-10-11 10:42,owla,KU_gJMD-vKv,冬季圣诞树,华丽的装饰,winter_ornament_boss_moose,1
安全世界,2021-10-11 10:42,owla,KU_gJMD-vKv,冬季圣诞树,华丽的装饰,winter_ornament_boss_antlion,1
安全世界,2021-10-11 10:42,owla,KU_gJMD-vKv,冬季圣诞树,华丽的装饰,winter_ornament_boss_beequeen,1
安全世界,2021-10-11 10:42,owla,KU_gJMD-vKv,冬季圣诞树,华丽的装饰,winter_ornament_boss_deerclops,1
安全世界,2021-10-11 10:42,owla,KU_gJMD-vKv,冬季圣诞树,华丽的装饰,winter_ornament_boss_dragonfly,1
安全世界,2021-10-11 10:42,owla,KU_gJMD-vKv,冬季圣诞树,华丽的装饰,winter_ornament_boss_malbatross,1
安全世界,2021-10-11 10:42,owla,KU_gJMD-vKv,冬季圣诞树,华丽的装饰,winter_ornament_boss_krampus,1
安全世界,2021-10-11 10:42,owla,KU_gJMD-vKv,冬季圣诞树,华丽的装饰,winter_ornament_boss_klaus,1
安全世界,2021-10-11 10:42,owla,KU_gJMD-vKv,蘑菇灯,启迪之冠碎片,alterguardianhatshard,-1
安全世界,2021-10-11 10:45,owla,KU_gJMD-vKv,冬季圣诞树,华丽的装饰,winter_ornament_boss_moose,-1
安全世界,2021-10-11 10:45,owla,KU_gJMD-vKv,冬季圣诞树,华丽的装饰,winter_ornament_boss_beequeen,-1
安全世界,2021-10-11 10:45,owla,KU_gJMD-vKv,冬季圣诞树,华丽的装饰,winter_ornament_boss_dragonfly,-1
安全世界,2021-10-11 10:45,owla,KU_gJMD-vKv,冬季圣诞树,华丽的装饰,winter_ornament_boss_krampus,-1
安全世界,2021-10-11 10:45,owla,KU_gJMD-vKv,冬季圣诞树,华丽的装饰,winter_ornament_boss_klaus,-1
安全世界,2021-10-11 10:45,owla,KU_gJMD-vKv,冬季圣诞树,华丽的装饰,winter_ornament_boss_malbatross,-1
安全世界,2021-10-11 10:45,owla,KU_gJMD-vKv,冬季圣诞树,华丽的装饰,winter_ornament_boss_deerclops,-1
安全世界,2021-10-11 10:45,owla,KU_gJMD-vKv,冬季圣诞树,华丽的装饰,winter_ornament_boss_antlion,-1
安全世界,2021-10-11 10:45,owla,KU_gJMD-vKv,蘑菇灯,启迪之冠碎片,alterguardianhatshard,1
安全世界,2021-10-11 12:34,望优化,KU_Y5NJzYNe,箱子,暖石,heatrock,-1
安全世界,2021-10-11 12:34,望优化,KU_Y5NJzYNe,冰箱,暖石,heatrock,1
安全世界,2021-10-11 12:35,望优化,KU_Y5NJzYNe,冰箱,暖石,heatrock,-1
安全世界,2021-10-11 12:35,望优化,KU_Y5NJzYNe,冰箱,暖石,heatrock,1
安全世界,2021-10-11 12:35,望优化,KU_Y5NJzYNe,箱子,{item}草图,sketch,-1
安全世界,2021-10-11 12:35,望优化,KU_Y5NJzYNe,箱子,{item}草图,sketch,-1
安全世界,2021-10-11 12:35,望优化,KU_Y5NJzYNe,箱子,{item}草图,sketch,1
安全世界,2021-10-11 12:37,望优化,KU_Y5NJzYNe,冰箱,暖石,heatrock,-1
安全世界,2021-10-11 12:37,望优化,KU_Y5NJzYNe,冰箱,暖石,heatrock,1
安全世界,2021-10-11 12:38,望优化,KU_Y5NJzYNe,冰箱,暖石,heatrock,1
安全世界,2021-10-11 12:48,望优化,KU_Y5NJzYNe,冰箱,暖石,heatrock,-1
安全世界,2021-10-11 12:57,望优化,KU_Y5NJzYNe,冰箱,暖石,heatrock,-1
安全世界,2021-10-11 12:57,望优化,KU_Y5NJzYNe,冰箱,暖石,heatrock,1
