世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
安全世界,2021-10-12 01:45,off,KU_rqpw9cQi,龙鳞宝箱,触手尖刺,tentaclespike,-1
安全世界,2021-10-12 10:04,老五,KU_oGt2RwCi,冰箱,暖石,heatrock,1
安全世界,2021-10-12 13:05,hualing,KU_c1gvbu_G,箱子,腐烂物,spoiled_food,-40
安全世界,2021-10-12 13:49,三堂三姬,KU_B4s9PSPy,箱子,石头,rocks,-40
安全世界,2021-10-12 13:49,三堂三姬,KU_B4s9PSPy,箱子,石砖,cutstone,-10
安全世界,2021-10-12 13:49,三堂三姬,KU_B4s9PSPy,箱子,石砖,cutstone,-10
安全世界,2021-10-12 13:49,三堂三姬,KU_B4s9PSPy,箱子,石砖,cutstone,-10
安全世界,2021-10-12 13:49,三堂三姬,KU_B4s9PSPy,箱子,石头,rocks,-40
安全世界,2021-10-12 14:27,三堂三姬,KU_B4s9PSPy,龙鳞宝箱,触手尖刺,tentaclespike,-1
安全世界,2021-10-12 14:28,三堂三姬,KU_B4s9PSPy,龙鳞宝箱,触手尖刺,tentaclespike,1
安全世界,2021-10-12 17:16,hualing,KU_c1gvbu_G,冰箱,暖石,heatrock,-1
安全世界,2021-10-12 17:19,hualing,KU_c1gvbu_G,冰箱,暖石,heatrock,-1
安全世界,2021-10-12 17:19,hualing,KU_c1gvbu_G,冰箱,暖石,heatrock,1
安全世界,2021-10-12 17:25,hualing,KU_c1gvbu_G,冰箱,暖石,heatrock,1
安全世界,2021-10-12 17:26,hualing,KU_c1gvbu_G,冰箱,暖石,heatrock,-1
安全世界,2021-10-12 17:33,hualing,KU_c1gvbu_G,盐盒,怪物肉,monstermeat,20
安全世界,2021-10-12 17:33,hualing,KU_c1gvbu_G,盐盒,怪物肉,monstermeat,20
安全世界,2021-10-12 17:33,hualing,KU_c1gvbu_G,盐盒,怪物肉,monstermeat,20
安全世界,2021-10-12 17:33,hualing,KU_c1gvbu_G,盐盒,怪物肉,monstermeat,20
安全世界,2021-10-12 17:33,hualing,KU_c1gvbu_G,盐盒,怪物肉,monstermeat,4
安全世界,2021-10-12 17:33,hualing,KU_c1gvbu_G,盐盒,怪物肉,monstermeat,4
安全世界,2021-10-12 17:33,hualing,KU_c1gvbu_G,盐盒,怪物肉,monstermeat,4
安全世界,2021-10-12 17:33,hualing,KU_c1gvbu_G,盐盒,怪物肉,monstermeat,4
安全世界,2021-10-12 17:33,hualing,KU_c1gvbu_G,冰箱,暖石,heatrock,1
安全世界,2021-10-12 17:33,hualing,KU_c1gvbu_G,冰箱,暖石,heatrock,-1
安全世界,2021-10-12 17:35,hualing,KU_c1gvbu_G,盐盒,怪物肉,monstermeat,11
安全世界,2021-10-12 17:35,hualing,KU_c1gvbu_G,冰箱,肉,meat,2
安全世界,2021-10-12 17:35,hualing,KU_c1gvbu_G,冰箱,肉,meat,2
安全世界,2021-10-12 17:35,hualing,KU_c1gvbu_G,冰箱,肉,meat,2
安全世界,2021-10-12 17:35,hualing,KU_c1gvbu_G,冰箱,肉,meat,2
安全世界,2021-10-12 17:35,hualing,KU_c1gvbu_G,冰箱,肉,meat,2
安全世界,2021-10-12 17:35,hualing,KU_c1gvbu_G,冰箱,肉,meat,2
安全世界,2021-10-12 17:35,hualing,KU_c1gvbu_G,冰箱,肉,meat,2
安全世界,2021-10-12 17:35,hualing,KU_c1gvbu_G,冰箱,肉,meat,2
安全世界,2021-10-12 17:38,hualing,KU_c1gvbu_G,冰箱,肉,meat,-20
安全世界,2021-10-12 17:39,hualing,KU_c1gvbu_G,盐盒,怪物肉,monstermeat,-20
安全世界,2021-10-12 17:39,hualing,KU_c1gvbu_G,冰箱,暖石,heatrock,-1
安全世界,2021-10-12 17:39,hualing,KU_c1gvbu_G,冰箱,暖石,heatrock,1
安全世界,2021-10-12 17:41,hualing,KU_c1gvbu_G,冰箱,肉,meat,-20
安全世界,2021-10-12 17:42,hualing,KU_c1gvbu_G,盐盒,怪物肉,monstermeat,-20
安全世界,2021-10-12 17:43,hualing,KU_c1gvbu_G,冰箱,肉,meat,-20
安全世界,2021-10-12 17:43,hualing,KU_c1gvbu_G,盐盒,怪物肉,monstermeat,-20
安全世界,2021-10-12 17:44,hualing,KU_c1gvbu_G,盐盒,怪物肉,monstermeat,17
