世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
萌新天堂,2021-08-31 00:02,小黑炭,KU_UQsKYgwk,盐盒,蛙腿,froglegs,1
萌新天堂,2021-08-31 00:04,小黑炭,KU_UQsKYgwk,盐盒,肉,meat,-6
萌新天堂,2021-08-31 00:07,提线木偶,KU_CTuIfzds,冰箱,番茄,tomato,-40
萌新天堂,2021-08-31 00:07,提线木偶,KU_CTuIfzds,冰箱,火龙果派,dragonpie,-8
萌新天堂,2021-08-31 00:07,提线木偶,KU_CTuIfzds,冰箱,火龙果派,dragonpie,8
萌新天堂,2021-08-31 00:07,小黑炭,KU_UQsKYgwk,箱子,蜘蛛腺,spidergland,1
萌新天堂,2021-08-31 00:08,小黑炭,KU_UQsKYgwk,箱子,石果,rock_avocado_fruit,25
萌新天堂,2021-08-31 00:10,小黑炭,KU_UQsKYgwk,箱子,石果,rock_avocado_fruit,18
萌新天堂,2021-08-31 00:10,提线木偶,KU_CTuIfzds,箱子,木头,log,-20
萌新天堂,2021-08-31 00:11,提线木偶,KU_CTuIfzds,箱子,木头,log,4
萌新天堂,2021-08-31 00:15,小黑炭,KU_UQsKYgwk,箱子,熊皮,bearger_fur,-1
萌新天堂,2021-08-31 00:17,小白爱吃糖,KU_dnl_FlSv,箱子,骨头碎片,boneshard,-2
萌新天堂,2021-08-31 00:17,小白爱吃糖,KU_dnl_FlSv,箱子,骨头碎片,boneshard,2
萌新天堂,2021-08-31 00:20,提线木偶,KU_CTuIfzds,冰箱,腐烂物,spoiled_food,-40
萌新天堂,2021-08-31 00:20,椿湫,KU_7NFq1h30,冰箱,土豆,potato,-29
萌新天堂,2021-08-31 00:20,提线木偶,KU_CTuIfzds,冰箱,腐烂物,spoiled_food,-17
萌新天堂,2021-08-31 00:20,提线木偶,KU_CTuIfzds,冰箱,腐烂物,spoiled_food,17
萌新天堂,2021-08-31 00:21,提线木偶,KU_CTuIfzds,冰箱,炖肉汤,bonestew,-1
萌新天堂,2021-08-31 00:22,提线木偶,KU_CTuIfzds,冰箱,成熟石果,rock_avocado_fruit_ripe,30
萌新天堂,2021-08-31 00:23,提线木偶,KU_CTuIfzds,冰箱,成熟石果,rock_avocado_fruit_ripe,3
萌新天堂,2021-08-31 00:26,茶凉,KU_vCuBS3LB,龙鳞宝箱,超级催长剂,soil_amender_fermented,-1
萌新天堂,2021-08-31 00:26,茶凉,KU_vCuBS3LB,龙鳞宝箱,超级催长剂,soil_amender_fermented,1
萌新天堂,2021-08-31 00:26,茶凉,KU_vCuBS3LB,龙鳞宝箱,超级催长剂,soil_amender_fermented,-1
萌新天堂,2021-08-31 00:26,茶凉,KU_vCuBS3LB,龙鳞宝箱,超级催长剂,soil_amender_fermented,1
萌新天堂,2021-08-31 00:26,小白O(∩_∩)O,KU_sUmJUutS,箱子,石果,rock_avocado_fruit,-40
萌新天堂,2021-08-31 00:27,小白O(∩_∩)O,KU_sUmJUutS,箱子,发芽的石果,rock_avocado_fruit_sprout,1
萌新天堂,2021-08-31 00:27,小白O(∩_∩)O,KU_sUmJUutS,盐盒,怪物肉,monstermeat,-7
萌新天堂,2021-08-31 00:28,小白O(∩_∩)O,KU_sUmJUutS,盐盒,怪物肉,monstermeat,5
萌新天堂,2021-08-31 00:28,提线木偶,KU_CTuIfzds,箱子,木头,log,-20
萌新天堂,2021-08-31 00:28,提线木偶,KU_CTuIfzds,箱子,腐烂物,spoiled_food,34
萌新天堂,2021-08-31 00:28,提线木偶,KU_CTuIfzds,箱子,木头,log,-20
萌新天堂,2021-08-31 00:28,提线木偶,KU_CTuIfzds,箱子,木头,log,-20
萌新天堂,2021-08-31 00:28,小白O(∩_∩)O,KU_sUmJUutS,盐盒,蛙腿,froglegs,-4
萌新天堂,2021-08-31 00:28,小白O(∩_∩)O,KU_sUmJUutS,盐盒,蛙腿,froglegs,2
萌新天堂,2021-08-31 00:30,提线木偶,KU_CTuIfzds,箱子,腐烂物,spoiled_food,-34
