世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
安全世界,2022-06-14 05:42,颂恩,KU_H2AfRqiQ,蘑菇灯,荧光果,lightbulb,-1
安全世界,2022-06-14 05:42,颂恩,KU_H2AfRqiQ,蘑菇灯,荧光果,lightbulb,-1
安全世界,2022-06-14 05:42,颂恩,KU_H2AfRqiQ,蘑菇灯,荧光果,lightbulb,-1
安全世界,2022-06-14 05:42,颂恩,KU_H2AfRqiQ,蘑菇灯,启迪之冠碎片,alterguardianhatshard,-1
安全世界,2022-06-14 05:42,颂恩,KU_H2AfRqiQ,蘑菇灯,启迪之冠碎片,alterguardianhatshard,-1
安全世界,2022-06-14 05:42,颂恩,KU_H2AfRqiQ,蘑菇灯,启迪之冠碎片,alterguardianhatshard,-1
安全世界,2022-06-14 05:42,颂恩,KU_H2AfRqiQ,蘑菇灯,荧光果,lightbulb,1
安全世界,2022-06-14 05:42,颂恩,KU_H2AfRqiQ,蘑菇灯,荧光果,lightbulb,1
安全世界,2022-06-14 05:42,颂恩,KU_H2AfRqiQ,蘑菇灯,荧光果,lightbulb,1
安全世界,2022-06-14 05:42,颂恩,KU_H2AfRqiQ,蘑菇灯,启迪之冠碎片,alterguardianhatshard,1
安全世界,2022-06-14 05:42,颂恩,KU_H2AfRqiQ,蘑菇灯,启迪之冠碎片,alterguardianhatshard,1
安全世界,2022-06-14 05:42,颂恩,KU_H2AfRqiQ,蘑菇灯,启迪之冠碎片,alterguardianhatshard,1
安全世界,2022-06-14 10:45,挺sir,KU_uGVY9tqI,冰箱,暖石,heatrock,1
安全世界,2022-06-14 10:45,挺sir,KU_uGVY9tqI,冰箱,暖石,heatrock,-1
安全世界,2022-06-14 10:56,挺sir,KU_uGVY9tqI,冰箱,暖石,heatrock,1
安全世界,2022-06-14 10:56,挺sir,KU_uGVY9tqI,冰箱,暖石,heatrock,-1
安全世界,2022-06-14 11:08,隔岸相望,KU_84TfuZ98,箱子,步行手杖,cane,-1
安全世界,2022-06-14 11:08,隔岸相望,KU_84TfuZ98,箱子,启迪之冠,alterguardianhat,-1
安全世界,2022-06-14 11:08,隔岸相望,KU_84TfuZ98,箱子,阿比盖尔之花,abigail_flower,-1
安全世界,2022-06-14 11:08,隔岸相望,KU_84TfuZ98,箱子,启迪之冠碎片,alterguardianhatshard,-1
安全世界,2022-06-14 11:08,隔岸相望,KU_84TfuZ98,箱子,骨头盔甲,armorskeleton,-1
安全世界,2022-06-14 11:08,隔岸相望,KU_84TfuZ98,箱子,骨头盔甲,armorskeleton,-1
安全世界,2022-06-14 11:08,隔岸相望,KU_84TfuZ98,箱子,噩梦燃料,nightmarefuel,-33
安全世界,2022-06-14 11:08,隔岸相望,KU_84TfuZ98,箱子,恐怖盾牌 ,shieldofterror,-1
安全世界,2022-06-14 11:08,隔岸相望,KU_84TfuZ98,箱子,重生护符,amulet,-1
安全世界,2022-06-14 11:14,挺sir,KU_uGVY9tqI,冰箱,暖石,heatrock,1
安全世界,2022-06-14 11:14,挺sir,KU_uGVY9tqI,冰箱,暖石,heatrock,-1
安全世界,2022-06-14 11:28,挺sir,KU_uGVY9tqI,冰箱,暖石,heatrock,1
安全世界,2022-06-14 11:28,挺sir,KU_uGVY9tqI,冰箱,暖石,heatrock,-1
安全世界,2022-06-14 18:48,沫小白,KU_Cps0vpxX,龙鳞宝箱,溯源表,pocketwatch_recall,-1
安全世界,2022-06-14 19:55,沫小白,KU_Cps0vpxX,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-06-14 06:46,Doremisega,KU_uB1YQakM,冬季盛宴树,圣诞灯,winter_ornament_light1,1
宜居世界,2022-06-14 06:46,Illyasviel·Von·Einzbern,KU_dwt6dUe5,盐盒,成熟石果,rock_avocado_fruit_ripe,1
宜居世界,2022-06-14 06:46,Doremisega,KU_uB1YQakM,冬季盛宴树,圣诞灯,winter_ornament_light1,-1
宜居世界,2022-06-14 06:54,2nf,KU_zpnid8Dp,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-06-14 06:54,2nf,KU_zpnid8Dp,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-06-14 07:00,流觞vample,KU_FzX9zgoJ,菌伞灯,启迪之冠碎片,alterguardianhatshard,1
宜居世界,2022-06-14 07:04,2nf,KU_zpnid8Dp,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-06-14 07:04,2nf,KU_zpnid8Dp,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-06-14 08:46,不爱吃香菜,KU_FSLwPz_s,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-06-14 08:46,不爱吃香菜,KU_FSLwPz_s,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-06-14 08:53,不爱吃香菜,KU_FSLwPz_s,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-06-14 08:53,不爱吃香菜,KU_FSLwPz_s,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-06-14 09:19,不爱吃香菜,KU_FSLwPz_s,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-06-14 09:19,不爱吃香菜,KU_FSLwPz_s,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-06-14 09:29,2nf,KU_zpnid8Dp,菌伞灯,启迪之冠碎片,alterguardianhatshard,-1
宜居世界,2022-06-14 09:30,2nf,KU_zpnid8Dp,菌伞灯,启迪之冠碎片,alterguardianhatshard,1
宜居世界,2022-06-14 09:30,2nf,KU_zpnid8Dp,菌伞灯,启迪之冠碎片,alterguardianhatshard,-1
宜居世界,2022-06-14 09:31,2nf,KU_zpnid8Dp,菌伞灯,启迪之冠碎片,alterguardianhatshard,1
宜居世界,2022-06-14 09:31,2nf,KU_zpnid8Dp,菌伞灯,启迪之冠碎片,alterguardianhatshard,1
宜居世界,2022-06-14 13:20,浆果丛二号,KU_wwUugYUo,冬季盛宴树,小姜饼,winter_food1,1
宜居世界,2022-06-14 17:23,Doremisega,KU_uB1YQakM,冬季盛宴树,小姜饼,winter_food1,-1
宜居世界,2022-06-14 17:23,Doremisega,KU_uB1YQakM,冬季盛宴树,圣诞灯,winter_ornament_light1,1
宜居世界,2022-06-14 17:24,Doremisega,KU_uB1YQakM,冬季盛宴树,圣诞灯,winter_ornament_light1,-1
宜居世界,2022-06-14 19:27,沫小白,KU_Cps0vpxX,箱子,腐烂物,spoiled_food,-10
宜居世界,2022-06-14 19:27,沫小白,KU_Cps0vpxX,箱子,腐烂物,spoiled_food,-40
宜居世界,2022-06-14 19:27,沫小白,KU_Cps0vpxX,箱子,腐烂物,spoiled_food,-40
宜居世界,2022-06-14 19:27,沫小白,KU_Cps0vpxX,箱子,腐烂物,spoiled_food,-40
宜居世界,2022-06-14 19:37,沫小白,KU_Cps0vpxX,龙鳞宝箱,腐烂物,spoiled_food,40
宜居世界,2022-06-14 19:37,沫小白,KU_Cps0vpxX,龙鳞宝箱,腐烂物,spoiled_food,7
宜居世界,2022-06-14 20:26,桃叽,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-06-14 20:30,桃叽,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,1
