世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
安全世界,2022-01-31 01:33,贞子怀孕计划,KU_IpHeBnA8,冰箱,暖石,heatrock,1
安全世界,2022-01-31 01:33,贞子怀孕计划,KU_IpHeBnA8,冰箱,暖石,heatrock,-1
安全世界,2022-01-31 05:10,烏冬udon,KU_EBJviZl7,箱子,黄色羽毛,feather_canary,-21
安全世界,2022-01-31 05:10,烏冬udon,KU_EBJviZl7,箱子,黄色羽毛,feather_canary,20
安全世界,2022-01-31 05:50,烏冬udon,KU_EBJviZl7,龙鳞宝箱,冰魔杖,icestaff,-1
安全世界,2022-01-31 05:53,烏冬udon,KU_EBJviZl7,龙鳞宝箱,冰魔杖,icestaff,1
安全世界,2022-01-31 22:08,只想当个混子阿,KU_Wwg8fx0d,蘑菇灯,启迪之冠碎片,alterguardianhatshard,1
安全世界,2022-01-31 22:08,只想当个混子阿,KU_Wwg8fx0d,蘑菇灯,启迪之冠碎片,alterguardianhatshard,1
安全世界,2022-01-31 22:09,只想当个混子阿,KU_Wwg8fx0d,蘑菇灯,启迪之冠碎片,alterguardianhatshard,1
安全世界,2022-01-31 23:16,轶时,KU_HLLJ0d07,龙鳞宝箱,石头,rocks,-28
安全世界,2022-01-31 23:16,轶时,KU_HLLJ0d07,龙鳞宝箱,石头,rocks,27
宜居世界,2022-01-31 01:17,贞子怀孕计划,KU_IpHeBnA8,冰箱,暖石,heatrock,1
宜居世界,2022-01-31 01:18,贞子怀孕计划,KU_IpHeBnA8,冰箱,暖石,heatrock,-1
宜居世界,2022-01-31 01:20,贞子怀孕计划,KU_IpHeBnA8,冰箱,暖石,heatrock,1
宜居世界,2022-01-31 01:20,贞子怀孕计划,KU_IpHeBnA8,冰箱,暖石,heatrock,-1
宜居世界,2022-01-31 01:26,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 01:26,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,裂缝表,pocketwatch_portal,1
宜居世界,2022-01-31 01:26,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,裂缝表,pocketwatch_portal,-1
宜居世界,2022-01-31 01:26,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 01:55,贞子怀孕计划,KU_IpHeBnA8,冰箱,暖石,heatrock,1
宜居世界,2022-01-31 01:55,贞子怀孕计划,KU_IpHeBnA8,冰箱,暖石,heatrock,-1
宜居世界,2022-01-31 02:15,蜜汁小汉堡,KU_NPndrJIb,龙鳞宝箱,地图卷轴,mapscroll,-1
宜居世界,2022-01-31 02:15,蜜汁小汉堡,KU_NPndrJIb,龙鳞宝箱,地图卷轴,mapscroll,-1
宜居世界,2022-01-31 02:15,蜜汁小汉堡,KU_NPndrJIb,龙鳞宝箱,地图卷轴,mapscroll,1
宜居世界,2022-01-31 05:21,烏冬udon,KU_EBJviZl7,龙鳞宝箱,暖石,heatrock,-1
宜居世界,2022-01-31 05:33,烏冬udon,KU_EBJviZl7,菌伞灯,启迪之冠碎片,alterguardianhatshard,1
宜居世界,2022-01-31 05:33,烏冬udon,KU_EBJviZl7,菌伞灯,启迪之冠碎片,alterguardianhatshard,1
宜居世界,2022-01-31 05:40,烏冬udon,KU_EBJviZl7,龙鳞宝箱,{item}木牌,minisign_drawn,1
宜居世界,2022-01-31 05:40,烏冬udon,KU_EBJviZl7,龙鳞宝箱,{item}木牌,minisign_drawn,1
宜居世界,2022-01-31 05:40,烏冬udon,KU_EBJviZl7,龙鳞宝箱,{item}木牌,minisign_drawn,1
宜居世界,2022-01-31 05:44,烏冬udon,KU_EBJviZl7,菌伞灯,启迪之冠碎片,alterguardianhatshard,1
宜居世界,2022-01-31 06:14,子子桃,KU_CTuIfxFf,龙鳞宝箱,暖石,heatrock,-1
宜居世界,2022-01-31 06:18,子子桃,KU_CTuIfxFf,龙鳞宝箱,钟表匠工具,pocketwatch_dismantler,-1
宜居世界,2022-01-31 06:18,子子桃,KU_CTuIfxFf,龙鳞宝箱,钟表匠工具,pocketwatch_dismantler,1
宜居世界,2022-01-31 06:22,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 06:22,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 06:22,子子桃,KU_CTuIfxFf,龙鳞宝箱,剃刀,razor,-1
宜居世界,2022-01-31 06:25,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 06:25,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 06:27,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 06:27,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 06:27,子子桃,KU_CTuIfxFf,龙鳞宝箱,剃刀,razor,1
宜居世界,2022-01-31 06:30,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 06:30,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 06:30,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 06:30,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 06:34,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 06:34,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 06:40,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 06:40,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 06:46,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 06:46,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 06:47,子子桃,KU_CTuIfxFf,龙鳞宝箱,剃刀,razor,-1
宜居世界,2022-01-31 06:49,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 06:49,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 06:49,子子桃,KU_CTuIfxFf,龙鳞宝箱,剃刀,razor,1
宜居世界,2022-01-31 06:54,子子桃,KU_CTuIfxFf,龙鳞宝箱,暖石,heatrock,-1
宜居世界,2022-01-31 06:54,子子桃,KU_CTuIfxFf,龙鳞宝箱,暖石,heatrock,-1
宜居世界,2022-01-31 06:54,子子桃,KU_CTuIfxFf,龙鳞宝箱,剃刀,razor,-1
宜居世界,2022-01-31 06:56,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 06:56,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 06:57,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 06:57,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 06:57,子子桃,KU_CTuIfxFf,龙鳞宝箱,剃刀,razor,1
宜居世界,2022-01-31 06:57,子子桃,KU_CTuIfxFf,龙鳞宝箱,暖石,heatrock,1
宜居世界,2022-01-31 06:57,子子桃,KU_CTuIfxFf,龙鳞宝箱,暖石,heatrock,1
宜居世界,2022-01-31 07:02,子子桃,KU_CTuIfxFf,龙鳞宝箱,剃刀,razor,-1
宜居世界,2022-01-31 07:04,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 07:04,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 07:04,子子桃,KU_CTuIfxFf,龙鳞宝箱,剃刀,razor,1
宜居世界,2022-01-31 07:08,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 07:08,子子桃,KU_CTuIfxFf,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 17:52,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 17:54,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 17:54,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 17:56,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 17:56,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 17:59,因幡月夜,KU_LI3oFT2m,龙鳞宝箱,蛙腿,froglegs,16
宜居世界,2022-01-31 17:59,因幡月夜,KU_LI3oFT2m,龙鳞宝箱,蛙腿,froglegs,-16
宜居世界,2022-01-31 17:59,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 17:59,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 17:59,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 18:00,因幡月夜,KU_LI3oFT2m,龙鳞宝箱,蛙腿,froglegs,15
宜居世界,2022-01-31 18:00,因幡月夜,KU_LI3oFT2m,龙鳞宝箱,蛙腿,froglegs,-15
宜居世界,2022-01-31 18:00,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 18:00,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 18:01,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 18:01,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 18:01,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 18:01,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 18:01,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 18:01,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,-1
宜居世界,2022-01-31 18:01,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,1
宜居世界,2022-01-31 18:01,MHQingQian,KU_N9ipdFTg,龙鳞宝箱,溯源表,pocketwatch_recall,-1
