世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
安全世界,2021-11-26 00:39,轶时,KU_HLLJ0d07,龙鳞宝箱,触手尖刺,tentaclespike,-1
安全世界,2021-11-26 00:46,轶时,KU_HLLJ0d07,龙鳞宝箱,触手尖刺,tentaclespike,1
安全世界,2021-11-26 03:25,小北,KU_Q-lztK8l,冰箱,暖石,heatrock,1
安全世界,2021-11-26 03:25,小北,KU_Q-lztK8l,冰箱,暖石,heatrock,-1
安全世界,2021-11-26 03:25,小北,KU_Q-lztK8l,冰箱,暖石,heatrock,1
安全世界,2021-11-26 03:25,小北,KU_Q-lztK8l,冰箱,暖石,heatrock,-1
安全世界,2021-11-26 03:44,小北,KU_Q-lztK8l,冰箱,暖石,heatrock,-1
安全世界,2021-11-26 03:52,小北,KU_Q-lztK8l,冰箱,暖石,heatrock,1
安全世界,2021-11-26 03:52,小北,KU_Q-lztK8l,冰箱,暖石,heatrock,-1
安全世界,2021-11-26 09:09,全员“饿”人,KU_MAFS58c6,蘑菇灯,圣诞灯,winter_ornament_light3,-1
安全世界,2021-11-26 09:09,全员“饿”人,KU_MAFS58c6,蘑菇灯,圣诞灯,winter_ornament_light3,1
安全世界,2021-11-26 09:09,全员“饿”人,KU_MAFS58c6,蘑菇灯,圣诞灯,winter_ornament_light3,-1
安全世界,2021-11-26 09:09,全员“饿”人,KU_MAFS58c6,蘑菇灯,圣诞灯,winter_ornament_light3,1
安全世界,2021-11-26 09:09,全员“饿”人,KU_MAFS58c6,蘑菇灯,圣诞灯,winter_ornament_light3,-1
安全世界,2021-11-26 09:09,全员“饿”人,KU_MAFS58c6,蘑菇灯,圣诞灯,winter_ornament_light3,1
安全世界,2021-11-26 09:09,心醇气和,KU_HQp7BD3c,箱子,暖石,heatrock,-1
安全世界,2021-11-26 09:09,心醇气和,KU_HQp7BD3c,箱子,暖石,heatrock,1
安全世界,2021-11-26 09:09,心醇气和,KU_HQp7BD3c,箱子,暖石,heatrock,-1
安全世界,2021-11-26 09:09,心醇气和,KU_HQp7BD3c,箱子,暖石,heatrock,1
安全世界,2021-11-26 09:09,心醇气和,KU_HQp7BD3c,箱子,暖石,heatrock,-1
安全世界,2021-11-26 09:09,心醇气和,KU_HQp7BD3c,箱子,暖石,heatrock,1
安全世界,2021-11-26 09:09,心醇气和,KU_HQp7BD3c,箱子,暖石,heatrock,-1
安全世界,2021-11-26 09:09,心醇气和,KU_HQp7BD3c,箱子,暖石,heatrock,1
安全世界,2021-11-26 09:09,心醇气和,KU_HQp7BD3c,箱子,暖石,heatrock,-1
安全世界,2021-11-26 09:09,心醇气和,KU_HQp7BD3c,箱子,暖石,heatrock,1
安全世界,2021-11-26 09:11,心醇气和,KU_HQp7BD3c,箱子,腐烂物,spoiled_food,-31
安全世界,2021-11-26 09:11,心醇气和,KU_HQp7BD3c,箱子,腐烂物,spoiled_food,16
安全世界,2021-11-26 09:33,心醇气和,KU_HQp7BD3c,箱子,石头,rocks,-30
安全世界,2021-11-26 09:34,心醇气和,KU_HQp7BD3c,箱子,石头,rocks,20
安全世界,2021-11-26 09:34,心醇气和,KU_HQp7BD3c,箱子,石头,rocks,-20
安全世界,2021-11-26 09:34,心醇气和,KU_HQp7BD3c,箱子,石头,rocks,20
安全世界,2021-11-26 09:34,心醇气和,KU_HQp7BD3c,箱子,魂甲,armor_sanity,-1
安全世界,2021-11-26 09:47,心醇气和,KU_HQp7BD3c,箱子,蓝图,blueprint,1
安全世界,2021-11-26 09:47,心醇气和,KU_HQp7BD3c,箱子,{item}广告,tacklesketch,1
安全世界,2021-11-26 09:47,心醇气和,KU_HQp7BD3c,箱子,{item}草图,sketch,1
安全世界,2021-11-26 09:47,心醇气和,KU_HQp7BD3c,箱子,{item}草图,sketch,1
安全世界,2021-11-26 10:03,心醇气和,KU_HQp7BD3c,箱子,火炬,torch,-1
安全世界,2021-11-26 10:04,心醇气和,KU_HQp7BD3c,箱子,火炬,torch,1
安全世界,2021-11-26 10:04,心醇气和,KU_HQp7BD3c,箱子,火炬,torch,1
安全世界,2021-11-26 16:29,心醇气和,KU_HQp7BD3c,箱子,蓝图,blueprint,1
安全世界,2021-11-26 16:29,心醇气和,KU_HQp7BD3c,箱子,{item}草图,sketch,1
安全世界,2021-11-26 16:29,心醇气和,KU_HQp7BD3c,箱子,{item}广告,tacklesketch,-1
