世界名,时间,玩家名,玩家ID,容器名,物品名,物品代码,数量
安全世界,2022-03-27 13:37,我玩游戏超强哒,KU_Gi0-qiem,龙鳞宝箱,石果,rock_avocado_fruit,-40
安全世界,2022-03-27 13:40,我玩游戏超强哒,KU_Gi0-qiem,龙鳞宝箱,石果,rock_avocado_fruit,-40
安全世界,2022-03-27 13:43,我玩游戏超强哒,KU_Gi0-qiem,龙鳞宝箱,石果,rock_avocado_fruit,-40
安全世界,2022-03-27 13:54,我玩游戏超强哒,KU_Gi0-qiem,龙鳞宝箱,石果,rock_avocado_fruit,-40
安全世界,2022-03-27 13:54,我玩游戏超强哒,KU_Gi0-qiem,龙鳞宝箱,石果,rock_avocado_fruit,40
安全世界,2022-03-27 13:54,我玩游戏超强哒,KU_Gi0-qiem,龙鳞宝箱,石果,rock_avocado_fruit,-40
安全世界,2022-03-27 13:54,我玩游戏超强哒,KU_Gi0-qiem,龙鳞宝箱,石果,rock_avocado_fruit,-40
安全世界,2022-03-27 14:48,fuyou,KU_MAFS6Tqm,龙鳞宝箱,木炭,charcoal,-9
安全世界,2022-03-27 14:48,fuyou,KU_MAFS6Tqm,龙鳞宝箱,木炭,charcoal,8
安全世界,2022-03-27 15:07,高先森,KU_sJttOeUJ,冰箱,暖石,heatrock,1
安全世界,2022-03-27 15:08,高先森,KU_sJttOeUJ,冰箱,暖石,heatrock,-1
安全世界,2022-03-27 15:08,高先森,KU_sJttOeUJ,冰箱,暖石,heatrock,1
安全世界,2022-03-27 15:09,高先森,KU_sJttOeUJ,龙鳞宝箱,溯源表,pocketwatch_recall,-1
安全世界,2022-03-27 15:09,高先森,KU_sJttOeUJ,龙鳞宝箱,时间碎片,pocketwatch_parts,3
安全世界,2022-03-27 15:09,高先森,KU_sJttOeUJ,龙鳞宝箱,不老表,pocketwatch_heal,-1
安全世界,2022-03-27 15:10,高先森,KU_sJttOeUJ,龙鳞宝箱,不老表,pocketwatch_heal,-1
安全世界,2022-03-27 15:13,高先森,KU_sJttOeUJ,龙鳞宝箱,时间碎片,pocketwatch_parts,-20
安全世界,2022-03-27 15:16,小青虫,KU_1W-yHBVg,龙鳞宝箱,化石碎片,fossil_piece,16
安全世界,2022-03-27 15:16,高先森,KU_sJttOeUJ,箱子,大理石,marble,-2
安全世界,2022-03-27 15:17,高先森,KU_sJttOeUJ,箱子,大理石豌豆,marblebean,-2
安全世界,2022-03-27 15:17,高先森,KU_sJttOeUJ,箱子,大理石豌豆,marblebean,-4
安全世界,2022-03-27 15:23,Comet Sept.,KU_a3ZJpzQo,龙鳞宝箱,月岩,moonrocknugget,-1
安全世界,2022-03-27 15:23,Comet Sept.,KU_a3ZJpzQo,龙鳞宝箱,犬牙,houndstooth,-40
安全世界,2022-03-27 15:23,Comet Sept.,KU_a3ZJpzQo,龙鳞宝箱,冰魔杖,icestaff,-1
安全世界,2022-03-27 15:23,Comet Sept.,KU_a3ZJpzQo,龙鳞宝箱,石墙,wall_stone_item,-6
安全世界,2022-03-27 15:23,Comet Sept.,KU_a3ZJpzQo,龙鳞宝箱,月岩墙,wall_moonrock_item,-1
安全世界,2022-03-27 15:23,Comet Sept.,KU_a3ZJpzQo,龙鳞宝箱,锤子,hammer,-1
安全世界,2022-03-27 15:23,Comet Sept.,KU_a3ZJpzQo,龙鳞宝箱,化石碎片,fossil_piece,-16
安全世界,2022-03-27 15:23,Comet Sept.,KU_a3ZJpzQo,龙鳞宝箱,鳞甲,armordragonfly,-1
